anonymised_clientnum,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Flag_Binary
90e7532c7ac0496af16ea83851aecd256ec3a0585ed206157e18782f064fcdee,Existing Customer,39,F,3,Doctorate,Unknown,$40K - $60K,Blue,28,5,3,0,7262.0,1466.0,5796.0,0.512,1438.0,28,0.556,0.202,0
615fd7cc47eb96f9502a10058aa474277de585e227a258fde2061afdb33487d2,Existing Customer,51,M,3,High School,Married,$120K +,Blue,40,6,3,2,7319.0,1692.0,5627.0,0.701,1233.0,29,0.611,0.231,0
c54b200ca296eebbdc359eb45801c691182769529c29c0da1d32d8cdc20f1fc8,Attrited Customer,45,M,2,Graduate,Married,$60K - $80K,Blue,25,3,5,3,1438.3,0.0,1438.3,0.676,709.0,27,0.421,0.0,1
99fed99c06831bbd4b4c01fd45d2b883b74126c06d622949b722477104740add,Existing Customer,48,M,4,Unknown,Single,$60K - $80K,Blue,30,4,3,3,7712.0,1387.0,6325.0,0.861,1597.0,39,0.56,0.18,0
9572ed73efcd2966660df2cf2129fae35691aa80dd401488ba12eff566a61150,Existing Customer,47,M,1,Graduate,Married,$60K - $80K,Blue,37,6,3,0,2053.0,0.0,2053.0,0.865,1283.0,28,1.154,0.0,0
7e391ada31114665c00e643eabe0b806ad81039d6089ddd4845ad7372a096658,Existing Customer,41,M,2,High School,Married,$40K - $60K,Blue,32,3,1,3,12804.0,2517.0,10287.0,0.892,1101.0,37,0.276,0.197,0
effad3ac340f015219b1a0c4a085b66680d066936e15c767354c6bc6b1f14acb,Existing Customer,48,M,4,College,Married,$80K - $120K,Blue,36,3,3,2,26443.0,1601.0,24842.0,0.493,1593.0,36,0.333,0.061,0
7cc23aebff326aea3c2672c74a656a493973824e0d4738b66a984ba8edb4ff63,Existing Customer,50,F,4,Graduate,Single,Less than $40K,Blue,36,6,2,0,3125.0,1928.0,1197.0,0.412,1631.0,46,0.533,0.617,0
db86feab3d3484ec0c1b319bc67832a94f5908a652c9036b6a8640bf493227c4,Existing Customer,56,F,2,Post-Graduate,Married,Less than $40K,Blue,48,6,1,2,4930.0,2259.0,2671.0,1.134,2194.0,53,0.606,0.458,0
3ca967c5cfb05d9c77bd293e385b1586d1c6447082e5d2ef7203b3237a6dd296,Existing Customer,39,F,2,College,Single,Less than $40K,Blue,36,6,3,3,9476.0,0.0,9476.0,0.605,1128.0,27,0.929,0.0,0
85126714dfaa71d1de501a610ff5ae38a82a646fed7e11a40dd0edfd8a94e4cc,Existing Customer,47,M,1,Graduate,Married,$80K - $120K,Blue,37,6,3,3,11722.0,1667.0,10055.0,0.566,1497.0,35,0.25,0.142,0
731fbe5d23a7098d6e40a5d1249ffe3111070904a4aeee94a80d537f481c4cbb,Existing Customer,44,M,2,Graduate,Single,$120K +,Blue,33,4,1,3,13301.0,0.0,13301.0,1.058,1385.0,50,0.515,0.0,0
7f28121f66400b7c6f42e4c01209efe78298125e3f65920056b02ddc4dcdd00b,Existing Customer,61,F,1,Unknown,Married,Unknown,Blue,47,4,2,3,1438.3,0.0,1438.3,1.337,1449.0,27,1.455,0.0,0
e08bf73a537536edeaa502792c0b4ec343d1e846b641f52a031f1a222f447851,Attrited Customer,43,F,2,Post-Graduate,Married,Less than $40K,Blue,37,3,3,1,1438.3,0.0,1438.3,1.004,974.0,28,0.273,0.0,1
758a68dba194acf6b945360d68e0f226928e0c03dc9cdf8a349c836a6de608ce,Attrited Customer,59,M,1,High School,Married,$60K - $80K,Blue,36,3,2,3,6705.0,0.0,6705.0,0.749,731.0,18,0.5,0.0,1
b3acd5dbb24a2a363db1a0bb894a212b7b7f7c3dad689cbdff0fe3f5b29e105b,Existing Customer,42,F,2,Uneducated,Married,Unknown,Blue,31,4,2,0,22718.0,0.0,22718.0,0.791,1191.0,37,1.176,0.0,0
4c60424f1135629de91ab56b41d36fc6fbd928d5083210a4d1d8705441aa7413,Existing Customer,40,M,4,Unknown,Divorced,$40K - $60K,Gold,28,4,2,2,23981.0,1788.0,22193.0,0.631,1421.0,34,0.308,0.075,0
92d9146026d666a41e7c44a6e719d7212e95ac31bcb1310e8923fac8a7bee30d,Existing Customer,65,M,2,Unknown,Married,Less than $40K,Blue,56,4,2,4,2318.0,1010.0,1308.0,0.81,1256.0,35,0.591,0.436,0
d3e522db74e94af58b3f2e5a7e3a66224d4b6a97cd34d625a793140b54c26e5e,Existing Customer,48,M,1,College,Married,$60K - $80K,Blue,29,4,3,2,19324.0,1040.0,18284.0,0.904,1744.0,50,0.852,0.054,0
3998bcfc727f1e9b7145f6d98359f4808596bc7a5f82ba047fc8fbe086c34d47,Existing Customer,44,M,2,Graduate,Single,$40K - $60K,Blue,34,5,3,1,5331.0,1993.0,3338.0,0.777,1766.0,39,0.625,0.374,0
d2132063263176e2effb478bc50529256940cfd12ea41ebe0109881d68f96f2a,Existing Customer,36,F,4,Unknown,Married,Unknown,Blue,31,5,2,0,15700.0,1276.0,14424.0,1.389,2229.0,48,0.778,0.081,0
82541a8d931c4250a1c64eb487b50d6c4d5fe44b035c9250a36909af88441966,Existing Customer,45,M,4,Graduate,Single,$60K - $80K,Blue,30,6,2,2,17625.0,894.0,16731.0,1.285,1773.0,39,1.053,0.051,0
6381055101e6ebb78664ada5292e372e01cc8c3b6c6db98749351159859c6e86,Existing Customer,39,M,2,Graduate,Married,$80K - $120K,Blue,34,6,3,2,17438.0,0.0,17438.0,1.078,1860.0,37,0.85,0.0,0
58dd47aee3e5b7593f32370ff3002b93e7a514afd1887a1507a9f1deec09f7ad,Existing Customer,40,M,4,College,Unknown,$80K - $120K,Blue,25,3,3,1,1962.0,0.0,1962.0,0.684,1179.0,27,0.688,0.0,0
b3ce04b61e5516b38136a9e9bba41933282d1f0968cd5857a8bd842e8d4e4ea5,Attrited Customer,62,M,0,High School,Married,$60K - $80K,Blue,56,3,3,2,8077.0,0.0,8077.0,0.749,906.0,16,0.333,0.0,1
007f7bde74c88c776caf51c10c07aa8e87dea4324ce13883f95682e0d9168f2e,Existing Customer,26,M,0,Graduate,Single,$40K - $60K,Blue,13,6,1,2,3290.0,1616.0,1674.0,0.466,2781.0,54,0.35,0.491,0
a741412ba4364eab8d0bf36f9a98e6e7c8bb4f7e26effdcc39ead913571963cf,Existing Customer,60,M,0,Uneducated,Single,Less than $40K,Blue,53,5,3,2,2402.0,1728.0,674.0,0.652,1650.0,53,0.606,0.719,0
8827080cf0111d98e35968c1d137254b2a5f5484c8cb40f7c348ad27bdefb983,Existing Customer,54,F,3,Doctorate,Single,Less than $40K,Blue,42,6,1,0,9256.0,1999.0,7257.0,0.812,1446.0,37,0.762,0.216,0
6b3b54fea36d93a8629f1f8928bdecfecc822298e432127600a56c3746b1b3cd,Existing Customer,62,M,0,Graduate,Married,$60K - $80K,Blue,36,6,3,3,3674.0,895.0,2779.0,0.658,1703.0,48,0.371,0.244,0
c8baf4b716ad1a3112e408aedec7d2ea03f6238ffc68c1fe389c88ed3e7cda17,Attrited Customer,57,M,2,College,Married,$40K - $60K,Blue,50,2,5,3,6462.0,0.0,6462.0,0.856,761.0,17,0.214,0.0,1
748bed87e66752cc5bd232a2f83cf9a86731a764133c3ee90160ce6a0b65f61c,Existing Customer,59,M,0,Graduate,Single,$40K - $60K,Blue,48,4,2,2,1638.0,0.0,1638.0,0.533,1536.0,44,0.63,0.0,0
d4f7258232c8dc67154a2bad9f394e8977a4c34429e96fc0d3d06bbcc509e4eb,Existing Customer,46,M,4,Graduate,Single,$60K - $80K,Blue,38,3,3,2,4335.0,2480.0,1855.0,0.543,1373.0,36,1.118,0.572,0
ac2c90e5abb5b6df310db805422ac117cb129de3cc8fcbc76175b64ca959c82e,Existing Customer,44,M,4,High School,Single,$60K - $80K,Blue,32,5,3,2,3233.0,1034.0,2199.0,0.759,1256.0,29,0.706,0.32,0
2bf7943f500e43c31f585730960238461dd084de3dfdd4313758bb4a64264a95,Attrited Customer,48,M,4,Unknown,Single,$80K - $120K,Blue,36,1,3,1,11862.0,2517.0,9345.0,0.766,643.0,16,0.231,0.212,1
84663f7abb3f6a55092fec4cb2806747533c8d1d593fec342a359a23a7172011,Existing Customer,43,M,2,Uneducated,Divorced,$120K +,Silver,24,4,2,0,34516.0,1938.0,32578.0,0.426,1215.0,45,0.406,0.056,0
3fb8673e902f467b9be29d32044f7a2f05f27b3464d30f6e85f2c0578e39b733,Existing Customer,57,M,4,Uneducated,Married,$120K +,Blue,38,6,6,2,19802.0,1961.0,17841.0,1.125,2244.0,58,0.706,0.099,0
c049ca87af56de64c4a0236811d93e5114e1ee533e1a16fd8aa51a4b56dc9c56,Existing Customer,46,M,3,College,Unknown,$80K - $120K,Blue,36,4,2,2,24869.0,1729.0,23140.0,0.408,1409.0,36,0.5,0.07,0
4a99cb13e715a271bc35ef91e04d0dabac3a52740828bffc297b901a3d697520,Existing Customer,40,M,3,High School,Unknown,$60K - $80K,Blue,36,4,2,1,3624.0,1975.0,1649.0,0.708,1469.0,23,1.091,0.545,0
07757698ad92df191b7039678c144be4932c26318960b97574852d3fa92de918,Existing Customer,54,M,1,Unknown,Married,$80K - $120K,Blue,36,4,1,2,6175.0,960.0,5215.0,0.709,1847.0,59,0.405,0.155,0
e3a592e9bf7bb1e96be00d638dee745edd6ea6a6580bef7a635bb5e687450687,Existing Customer,57,F,1,Graduate,Single,$40K - $60K,Blue,48,5,1,0,10953.0,1945.0,9008.0,0.886,1277.0,29,0.526,0.178,0
7c6c83c31fc513261a33efec2affc395ed1efd6cb0d00d232757072e58446ff8,Existing Customer,44,M,4,Graduate,Married,$60K - $80K,Blue,28,6,2,3,11338.0,0.0,11338.0,0.695,1227.0,24,0.5,0.0,0
d3fbff5a0fef4dfe2722b969c741185397b57ce74a0b2c1acee67eab073d4c2d,Existing Customer,47,F,2,Doctorate,Married,Less than $40K,Blue,35,3,2,2,5544.0,1184.0,4360.0,0.85,1336.0,38,0.652,0.214,0
031860ab25b545a022b6e886d4cccba0beb2706947fc3f06f7abc69a5e91925a,Existing Customer,47,M,4,Doctorate,Married,$60K - $80K,Blue,36,4,1,1,19665.0,706.0,18959.0,1.317,1110.0,58,0.349,0.036,0
2511bf6204e84b8f568cd9bf957a30e9ecfb1cbc4acfd0c650e38a49a520dccc,Existing Customer,50,F,2,High School,Married,Less than $40K,Blue,43,6,2,3,2927.0,1412.0,1515.0,0.763,1474.0,26,0.857,0.482,0
b937d40a1d23c685e2b99801c1c4816613f39cb0effa3f880c0bd563f0d2e831,Existing Customer,53,F,3,College,Married,$40K - $60K,Blue,33,4,3,3,5146.0,1618.0,3528.0,1.073,1955.0,44,0.76,0.314,0
b5725db315605a71db1a912b6717bbf14ed89d30b10482d9750ca6d5d195ffd3,Attrited Customer,56,M,1,College,Married,$60K - $80K,Blue,44,5,3,3,1704.0,0.0,1704.0,0.701,660.0,17,0.308,0.0,1
b098a59d8b6f0802c963cd6bf35c046a0643a5a9b0b192e5314b9461c77053e3,Attrited Customer,55,M,1,High School,Married,$60K - $80K,Blue,46,2,2,3,1438.3,0.0,1438.3,1.037,888.0,18,1.25,0.0,1
78c3b7ffcc96eb05607770ae00ebbbddface911501f355ac552afef111faa210,Existing Customer,53,F,4,High School,Married,Less than $40K,Blue,36,6,1,3,2974.0,1170.0,1804.0,1.297,1785.0,45,1.143,0.393,0
2d7ae02d486534d6b4d50da0272c0821b58c16c0e184b19f79561fb28396e21d,Attrited Customer,61,M,1,Unknown,Married,$40K - $60K,Blue,49,1,2,2,5472.0,788.0,4684.0,0.526,705.0,14,0.273,0.144,1
689130922335db6b0a60c6b29663b3153f279a767765fbe71b8bd8c7c9eb6a7d,Existing Customer,57,M,2,High School,Married,$60K - $80K,Blue,38,3,1,2,2736.0,1822.0,914.0,0.593,1211.0,25,0.923,0.666,0
43ece804d6b8dede43d25ba80c749f23a084ac769fd35d773d9ac6d4a2d4373f,Existing Customer,50,M,2,Graduate,Married,$80K - $120K,Blue,37,6,2,1,1438.3,862.0,576.3,0.65,1391.0,40,0.212,0.599,0
6778930b5131dc6a17b800e8c7be3dc511b346d4f19533241e44d01822e6ca46,Existing Customer,56,F,2,Unknown,Married,Unknown,Blue,45,4,3,0,5406.0,1782.0,3624.0,0.976,1407.0,29,0.812,0.33,0
5ade42d875f7bf4119a2c93a54b4192fae40f6a3542db1fd8140a6d766cb6f4a,Existing Customer,52,M,2,Graduate,Single,$120K +,Blue,44,5,1,1,34516.0,2174.0,32342.0,0.426,1616.0,50,0.515,0.063,0
fd1cedab2959253305fb03e0b2e4178a94165bd576c11c8c035c779c283b94e7,Existing Customer,60,M,0,Graduate,Married,Less than $40K,Blue,36,6,2,2,1976.0,1311.0,665.0,0.995,1498.0,43,0.536,0.663,0
7f12178da3053e0b8c1b2700d02cb4e612851fe1258b2c59262312e746e546d3,Existing Customer,49,M,4,Uneducated,Married,$80K - $120K,Blue,40,3,1,1,8714.0,2252.0,6462.0,0.831,1536.0,38,0.652,0.258,0
3003f61b05986662f5a37e0c60436c91521b290ddcf964c3aa54230581159a5b,Existing Customer,46,F,4,Doctorate,Divorced,Less than $40K,Blue,41,4,1,1,8693.0,1378.0,7315.0,0.799,1594.0,45,0.452,0.159,0
0849b7ad1e3a6724f42fd876ffbca63e25737883da6e7dda295f8b05fc035230,Existing Customer,42,M,1,Uneducated,Married,$80K - $120K,Blue,36,6,1,2,9247.0,710.0,8537.0,0.735,1190.0,30,0.5,0.077,0
c59e8e5d6c8195a8e9b5953281bcdcd30d33b027895018138b87be97fe4ad4eb,Existing Customer,45,M,3,High School,Married,Less than $40K,Blue,33,6,5,0,7717.0,1430.0,6287.0,0.822,1248.0,37,0.85,0.185,0
fb27bf77dca9bcd6c17b01ae8b779e2efd9a131e021770e00ea229063c64d620,Attrited Customer,45,F,4,Uneducated,Married,Less than $40K,Blue,38,3,4,3,4908.0,0.0,4908.0,0.993,827.0,21,0.75,0.0,1
9c4551e1b2fbb0516733829e2f15b82ae1ec8f979fb3df57ba80f9db1ac26f2b,Attrited Customer,44,F,3,Doctorate,Married,Less than $40K,Blue,38,6,1,3,7222.0,0.0,7222.0,0.685,920.0,18,0.5,0.0,1
4e40ce10c5feef45e6dd2366d9e12af35213eb7cc2668733cfa5a93c7b924357,Existing Customer,61,M,0,Uneducated,Single,$80K - $120K,Blue,48,6,2,2,21740.0,0.0,21740.0,0.676,1755.0,54,0.543,0.0,0
b93f58f52957a6bec31aef6834aca8898d9d13c7439ff1ed976c87c075e6d922,Attrited Customer,55,M,3,Uneducated,Married,$60K - $80K,Blue,44,3,2,2,2323.0,0.0,2323.0,0.737,804.0,15,0.5,0.0,1
70d37719b429e1650db63aaac46f9241b1b25f57d9ff6b0ab6be62a4afff2153,Existing Customer,44,M,4,Unknown,Divorced,$60K - $80K,Blue,29,4,2,2,7788.0,0.0,7788.0,0.296,1196.0,30,0.429,0.0,0
e1ba475cfbec0360abb2dd12e9a6d761c03d9e92dc07a940f878ee63f55c3403,Attrited Customer,55,F,1,Unknown,Married,Less than $40K,Blue,36,4,1,3,1438.3,361.0,1077.3,0.963,850.0,22,0.692,0.251,1
a3ce04699301bf20aff40475b1d380b9fb3ed6d440a3c74abf4b381c8da711a0,Existing Customer,57,M,2,Unknown,Married,$120K +,Blue,36,3,2,2,23700.0,1314.0,22386.0,1.487,1644.0,28,0.647,0.055,0
d9dcb8269d3877a0ebc75ba5e1eff0c3e83fb233f5d641588826f705aea83391,Existing Customer,45,M,2,Doctorate,Married,$80K - $120K,Blue,40,6,3,1,11710.0,693.0,11017.0,0.914,1749.0,50,0.429,0.059,0
802a5243b6b807541c0659c41850bc297922c132b87ec9be807d7950bb436f3d,Existing Customer,57,F,0,High School,Married,$40K - $60K,Blue,45,3,2,2,2278.0,845.0,1433.0,1.328,2307.0,45,0.8,0.371,0
ebdec07d56c5f640a2038bc37238471935c0b69c535913228b7f0148f00f9f1d,Existing Customer,31,M,0,Uneducated,Married,$40K - $60K,Blue,22,3,3,0,4048.0,1113.0,2935.0,0.717,1757.0,45,0.607,0.275,0
81e84867f870dcd8e2565e87355c011f24ebe5f8048073bfd41d4942464884a6,Existing Customer,34,F,2,Graduate,Married,Less than $40K,Blue,24,6,2,2,3663.0,1853.0,1810.0,0.963,1826.0,35,1.059,0.506,0
78b7f78be3942f58fddee3364a4e044c52f7a2f3ace7a67d6d6b574cf985b1dd,Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,36,2,2,3,1438.3,0.0,1438.3,0.672,799.0,17,0.214,0.0,1
43d59517eb89285f522800124ec32b60b98350c441030ba4668c72ba622bd24a,Existing Customer,35,F,1,College,Single,Unknown,Blue,28,4,5,2,3518.0,1575.0,1943.0,0.625,2121.0,60,0.579,0.448,0
d0862389eb69e9dcd5ab817643daf8b22be439b9e9b9722a5bc7f03f03354c92,Existing Customer,44,F,4,Graduate,Married,Less than $40K,Blue,36,4,1,0,1717.0,0.0,1717.0,0.619,1468.0,29,0.381,0.0,0
0ad18885338181f71c527c30c46bd0e2607e6be74aafe2432a31f96f096d3bba,Existing Customer,50,M,1,Graduate,Married,$80K - $120K,Blue,45,3,2,2,16813.0,1185.0,15628.0,0.552,1482.0,46,0.643,0.07,0
496cb996f4f0ca848a4027ab2227e0d1f5ee2332818f5cb871651c64a84cc45f,Existing Customer,33,M,3,Post-Graduate,Married,$80K - $120K,Blue,25,4,2,3,16434.0,2104.0,14330.0,0.955,1726.0,37,0.85,0.128,0
9e18c7169a260e15bcd032660d999f1e7b7eee893721a09edf4f9a5c972c5c71,Existing Customer,50,M,3,Graduate,Single,$60K - $80K,Blue,45,4,2,3,21872.0,1118.0,20754.0,0.658,1806.0,31,0.409,0.051,0
21d0a180ce233dcdf9ba5832ac9072ad67e54b2d8a121bdec074d93e0349ee54,Existing Customer,51,M,4,High School,Married,$80K - $120K,Blue,41,5,2,0,15897.0,1437.0,14460.0,0.584,1405.0,43,0.387,0.09,0
aaa2d20e5f1bbbc7d37184849096d89f1d50fed9f04f309cfc6b12c41a349bc5,Existing Customer,56,F,4,Unknown,Married,Less than $40K,Blue,46,5,3,2,4271.0,1150.0,3121.0,1.064,2052.0,50,0.724,0.269,0
7820b5697464ecad68ff3992599ace192529b323a836daab3db72147df77f135,Existing Customer,55,F,3,Graduate,Single,Less than $40K,Blue,29,6,1,2,7361.0,1309.0,6052.0,0.504,1175.0,34,0.7,0.178,0
1b2f2ecc01b7ab62f73c30c361c055895bf537d4c6cea69d30fc9e250259e695,Existing Customer,26,M,0,College,Single,Less than $40K,Blue,36,4,1,3,1438.3,479.0,959.3,0.553,1786.0,37,0.37,0.333,0
a19785376015562028fedc36bdc0b456cd821c1b59dd9bdfa33a62c1617e214c,Existing Customer,42,F,3,Graduate,Married,Less than $40K,Blue,33,6,3,3,8628.0,1077.0,7551.0,0.872,1675.0,58,0.415,0.125,0
e0cf40afde35422b8781960d965b907d79fbed9cfce2448795f63be65e8e3c36,Existing Customer,54,M,2,College,Married,$80K - $120K,Blue,44,4,3,3,18750.0,1705.0,17045.0,0.807,1200.0,36,0.895,0.091,0
ba503c4d0a6f5fb1aa26bc3250d0cd40f9bec6e8fce937e921facdb950f4d13c,Existing Customer,44,F,3,Graduate,Married,Unknown,Blue,36,4,2,3,21242.0,819.0,20423.0,0.499,1283.0,37,0.542,0.039,0
6efc730daac2d1fc5c0adb08ab5bfe2f5985d85f350993c59b8f1be28399ea34,Existing Customer,65,F,0,Graduate,Married,$40K - $60K,Blue,56,5,3,0,2961.0,1570.0,1391.0,0.908,1937.0,57,0.781,0.53,0
ffc295691cb138f3453d4399a7f244b877964ece2383a2667281e48ef0dbeb36,Existing Customer,38,F,3,High School,Married,Unknown,Blue,29,4,2,2,11327.0,1528.0,9799.0,1.142,2033.0,38,0.727,0.135,0
112a4c2d8c78af3a9c1ad67fff1f9ccc026dcd3c85fbcb7dd57de69ec6080bcd,Existing Customer,58,M,3,High School,Married,$60K - $80K,Blue,40,6,1,3,8308.0,2517.0,5791.0,1.455,1915.0,37,1.056,0.303,0
ea0d7ec12c877d05336d43efce3bc7e541441ff9eeb6844e083e86cf4bfc0f60,Existing Customer,39,F,3,Post-Graduate,Married,$40K - $60K,Blue,28,4,2,2,3249.0,2217.0,1032.0,1.06,1988.0,36,0.895,0.682,0
0a380d4254d943bbb3296d591c7de402358a283dc1b6c58d24a6aff6c000c23f,Existing Customer,52,M,2,High School,Married,$120K +,Blue,36,5,1,2,2981.0,1358.0,1623.0,1.242,1648.0,30,1.5,0.456,0
010886e6b915fcfa2edae8058e1c2f8028f6de1285b3d84fc51b3c76700d0258,Existing Customer,45,F,3,Graduate,Married,Less than $40K,Blue,31,4,1,0,8829.0,901.0,7928.0,0.825,1902.0,45,0.667,0.102,0
807ed73a35acff2a0222d4ab941c6d7e63ba5807ed136ef2513aac145b2ff3a2,Existing Customer,42,M,3,Unknown,Single,$80K - $120K,Blue,33,3,3,2,3714.0,2170.0,1544.0,0.524,1454.0,35,0.522,0.584,0
5f636eee33142d560f462b7f24b573477dfa08189509cca211faf2007d751b73,Attrited Customer,42,M,2,College,Married,$60K - $80K,Blue,28,6,1,3,7340.0,0.0,7340.0,0.65,838.0,24,0.412,0.0,1
da689678c7dc85b100fd508947cd1e26c0a0c6b909dff37db0e393b57b4d3b53,Existing Customer,57,M,4,Post-Graduate,Married,$120K +,Blue,51,4,2,3,16952.0,0.0,16952.0,0.709,1918.0,61,0.649,0.0,0
20219ae7d8f1dfd6cb7875b67cbbb0741140e2bb64b82042b8c8076b721e971c,Attrited Customer,55,M,3,Doctorate,Single,$80K - $120K,Blue,35,4,1,3,20865.0,0.0,20865.0,0.881,837.0,25,0.667,0.0,1
73e51713e8bb780c54121ae49e23506ee1dd61d27aead07e6da1690b0a49c96a,Existing Customer,44,F,3,College,Unknown,Less than $40K,Blue,25,6,3,2,3083.0,1040.0,2043.0,0.729,4311.0,78,0.56,0.337,0
9f1198d266829e27ce734e9cbe3fb2ca9367aa3bc3087b5ad035837c2fdf6924,Existing Customer,37,F,3,Graduate,Married,Unknown,Blue,24,3,2,2,10584.0,1550.0,9034.0,0.692,1567.0,33,0.32,0.146,0
3566558003562968d952916daf43ef998a86ee8d392c247f911ae6d088f4316b,Existing Customer,50,F,3,Unknown,Married,Less than $40K,Blue,42,4,1,2,2240.0,0.0,2240.0,0.668,1905.0,39,0.345,0.0,0
00786903369916adb9fb61d8e1cf1add3da58d2c132d209f20d2b9a779672eb4,Existing Customer,51,M,2,Graduate,Married,$40K - $60K,Blue,40,5,1,2,12240.0,1566.0,10674.0,0.539,1422.0,26,0.529,0.128,0
a38c95a143d0857da581979ed4b6a8c4ca9bd9d7b09186b56b43889cfe12a159,Existing Customer,37,M,1,Graduate,Married,$80K - $120K,Blue,21,6,2,0,5120.0,0.0,5120.0,0.867,1680.0,32,0.778,0.0,0
a3002e7cf76374706fb80604fec3088d7cef03485d99ac11677135c68580a38d,Existing Customer,36,F,2,Graduate,Married,Less than $40K,Blue,24,3,1,3,3124.0,1593.0,1531.0,0.869,1652.0,41,0.367,0.51,0
af09644dc75b064fe1fd141277b1df529e41ae888d6463f7d3f95ca4b8599344,Existing Customer,51,F,2,High School,Married,Less than $40K,Silver,36,5,3,0,11261.0,2485.0,8776.0,0.736,1158.0,26,0.857,0.221,0
be6eaa9f67880d5e7b4b97f880c912230ebce6328be82d34371e53bc34ea3b3f,Existing Customer,65,M,1,Uneducated,Married,$40K - $60K,Blue,56,3,3,2,2468.0,2021.0,447.0,0.906,1797.0,46,0.586,0.819,0
086f4ffcdcc8c54255398fd5ac205ffb87a66861d34323e1fa23a565c244eed6,Existing Customer,43,M,2,College,Married,$60K - $80K,Blue,28,4,2,3,22157.0,1355.0,20802.0,0.69,1911.0,55,0.571,0.061,0
276b5130cb5891465e34bc3ab02291141a0e92741cb5cfc3f588f855c5facaf0,Existing Customer,46,M,3,Graduate,Married,$40K - $60K,Blue,32,6,2,3,11477.0,0.0,11477.0,0.767,1260.0,27,0.688,0.0,0
583e926347102c5b286299fd159c9a63f571da7f422eec988665bff4f0585fbe,Existing Customer,43,F,2,Graduate,Married,Less than $40K,Blue,33,5,2,2,3933.0,852.0,3081.0,0.433,1489.0,45,0.324,0.217,0
709a6502fcc0a29f4bd6120a5240d4f57f9a166cf4b94a6a1d1ac3992ff5696c,Existing Customer,56,M,3,Graduate,Married,$80K - $120K,Blue,50,3,3,3,8022.0,1372.0,6650.0,0.896,1794.0,31,1.385,0.171,0
029e29ef98da78f0acea2607eb7a61c94dc25fbbcebb52d6b8e9075ae4450e19,Existing Customer,43,M,3,Unknown,Single,$60K - $80K,Blue,34,6,2,0,13771.0,2517.0,11254.0,0.501,1510.0,42,0.75,0.183,0
c36a63a427dd4268f576105c161ab927a0e3d72b9255a4664ce8c86a1259aaa7,Attrited Customer,53,M,1,Graduate,Single,$80K - $120K,Blue,48,3,3,3,30271.0,1406.0,28865.0,1.336,3231.0,47,0.306,0.046,1
f67509d89e361264400c95a1455f609f824cd93c75c2197f1b1c6527c5f0c23d,Existing Customer,50,M,2,High School,Unknown,$60K - $80K,Blue,41,6,2,2,3244.0,1762.0,1482.0,0.661,1274.0,32,1.0,0.543,0
9dda360b37b95a870cc53e1dfd3d9dab96c4ef7909cd99ec352a3663284a8c9f,Existing Customer,43,F,3,Graduate,Married,$40K - $60K,Blue,36,6,1,3,2936.0,2379.0,557.0,0.694,1572.0,57,0.676,0.81,0
b54c76c9bb8d424b88ffe1e68499a9a80de3e7a20c82ba450e4e53228e798af9,Existing Customer,54,M,3,High School,Married,$80K - $120K,Blue,36,6,1,2,1438.3,1133.0,305.3,0.759,1935.0,41,0.708,0.788,0
b3770084cef2c125a8b1de47039d76876ea1d35a438fb07edd418393b9db763d,Existing Customer,33,M,2,Unknown,Married,$60K - $80K,Blue,25,6,3,3,6242.0,491.0,5751.0,1.054,2187.0,59,0.405,0.079,0
5bb0e3866063ad5a1cb5da61aa2d41cdcc6c5c397eeec01b2051380fdfe7ad0c,Existing Customer,58,F,2,Uneducated,Married,$40K - $60K,Blue,49,3,1,3,6175.0,1166.0,5009.0,0.803,1417.0,25,0.25,0.189,0
4b8fa8b684f5f61abfd0efc10c88c427ad8eabdc4ef0bbd7c3f7b98a6aff2cb7,Existing Customer,41,M,3,Graduate,Single,$80K - $120K,Blue,26,4,3,2,11806.0,1811.0,9995.0,0.754,1465.0,31,0.476,0.153,0
98ad6fd65f8c4e5957ca5882108d198ed8b809daf9aa1726d8f21d632ef4d9fa,Existing Customer,48,M,3,Post-Graduate,Single,$60K - $80K,Blue,39,5,2,2,4734.0,954.0,3780.0,0.6,1570.0,45,0.452,0.202,0
4d025dd18951eab877e7bbf83ddb1b6735df69efd622bac07f9b0fc10a8eac49,Existing Customer,55,M,2,High School,Single,$40K - $60K,Blue,36,5,2,0,6244.0,2517.0,3727.0,0.607,1445.0,40,0.29,0.403,0
40c154a9baacc496271ef113b65ea89a491a9420979ccb643a2817561cbe8e30,Attrited Customer,54,F,2,Graduate,Married,Less than $40K,Blue,45,3,1,3,1438.3,306.0,1132.3,1.035,694.0,15,0.364,0.213,1
08d77fb7039accfef0dbfc837f6b8c95f719b54c6cafe4abed5c8e902cff311e,Existing Customer,51,F,3,Post-Graduate,Divorced,Unknown,Platinum,34,3,1,2,34516.0,1578.0,32938.0,0.725,1929.0,40,0.481,0.046,0
